Title,"HE student enrolments by CAH level 1 subject, sex, first year marker, level of study, mode of study and country of HE provider",,,,,,
Location,UK,,,,,,
Academic years,2019/20,,,,,,
Data source,HESA,,,,,,
Data collection,"051,054",,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb258/figure-13,,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb258/figure-13.csv,,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,,
Code page,Unicode UTF-8,,,,,,
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,,,,,,
2019/20 total,2532385,,,,,,
,,,,,,,
Last updated,Jan-21,,,,,,
,,,,,,,
CAH level 1,First year marker,Level of study,Mode of study,Country of HE provider,Sex,Academic Year,Number
05 Veterinary sciences,First year,Other undergraduate,Full-time,England,Total,2019/20,105
05 Veterinary sciences,First year,Other undergraduate,Part-time,England,Female,2019/20,5
05 Veterinary sciences,First year,Other undergraduate,Part-time,England,Male,2019/20,0
05 Veterinary sciences,First year,Other undergraduate,Part-time,England,Other,2019/20,0
05 Veterinary sciences,First year,Other undergraduate,Part-time,England,Total,2019/20,5
05 Veterinary sciences,First year,Other undergraduate,All,Wales,Female,2019/20,15
05 Veterinary sciences,First year,Other undergraduate,All,Wales,Male,2019/20,0
05 Veterinary sciences,First year,Other undergraduate,All,Wales,Other,2019/20,0
05 Veterinary sciences,First year,Other undergraduate,All,Wales,Total,2019/20,20
05 Veterinary sciences,First year,Other undergraduate,Full-time,Wales,Female,2019/20,15
05 Veterinary sciences,First year,Other undergraduate,Full-time,Wales,Male,2019/20,0
05 Veterinary sciences,First year,Other undergraduate,Full-time,Wales,Other,2019/20,0
05 Veterinary sciences,First year,Other undergraduate,Full-time,Wales,Total,2019/20,20
05 Veterinary sciences,Other years,Other undergraduate,All,All,Female,2019/20,280
05 Veterinary sciences,Other years,Other undergraduate,All,All,Male,2019/20,15
05 Veterinary sciences,Other years,Other undergraduate,All,All,Other,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,All,All,Total,2019/20,295
05 Veterinary sciences,Other years,Other undergraduate,Full-time,All,Female,2019/20,260
05 Veterinary sciences,Other years,Other undergraduate,Full-time,All,Male,2019/20,15
05 Veterinary sciences,Other years,Other undergraduate,Full-time,All,Other,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,Full-time,All,Total,2019/20,275
05 Veterinary sciences,Other years,Other undergraduate,Part-time,All,Female,2019/20,20
05 Veterinary sciences,Other years,Other undergraduate,Part-time,All,Male,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,Part-time,All,Other,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,Part-time,All,Total,2019/20,20
05 Veterinary sciences,Other years,Other undergraduate,All,England,Female,2019/20,235
05 Veterinary sciences,Other years,Other undergraduate,All,England,Male,2019/20,15
05 Veterinary sciences,Other years,Other undergraduate,All,England,Other,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,All,England,Total,2019/20,250
05 Veterinary sciences,Other years,Other undergraduate,Full-time,England,Female,2019/20,220
05 Veterinary sciences,Other years,Other undergraduate,Full-time,England,Male,2019/20,15
05 Veterinary sciences,Other years,Other undergraduate,Full-time,England,Other,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,Full-time,England,Total,2019/20,235
05 Veterinary sciences,Other years,Other undergraduate,Part-time,England,Female,2019/20,15
05 Veterinary sciences,Other years,Other undergraduate,Part-time,England,Male,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,Part-time,England,Other,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,Part-time,England,Total,2019/20,15
05 Veterinary sciences,Other years,Other undergraduate,All,Scotland,Female,2019/20,5
05 Veterinary sciences,Other years,Other undergraduate,All,Scotland,Male,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,All,Scotland,Other,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,All,Scotland,Total,2019/20,5
05 Veterinary sciences,Other years,Other undergraduate,Full-time,Scotland,Female,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,Full-time,Scotland,Male,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,Full-time,Scotland,Other,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,Full-time,Scotland,Total,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,Part-time,Scotland,Female,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,Part-time,Scotland,Male,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,Part-time,Scotland,Other,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,Part-time,Scotland,Total,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,All,Wales,Female,2019/20,40
05 Veterinary sciences,Other years,Other undergraduate,All,Wales,Male,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,All,Wales,Other,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,All,Wales,Total,2019/20,40
05 Veterinary sciences,Other years,Other undergraduate,Full-time,Wales,Female,2019/20,40
05 Veterinary sciences,Other years,Other undergraduate,Full-time,Wales,Male,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,Full-time,Wales,Other,2019/20,0
05 Veterinary sciences,Other years,Other undergraduate,Full-time,Wales,Total,2019/20,40
05 Veterinary sciences,All,All undergraduate,All,All,Female,2019/20,6975
05 Veterinary sciences,All,All undergraduate,All,All,Male,2019/20,1310
05 Veterinary sciences,All,All undergraduate,All,All,Other,2019/20,5
05 Veterinary sciences,All,All undergraduate,All,All,Total,2019/20,8290
05 Veterinary sciences,All,All undergraduate,Full-time,All,Female,2019/20,6830
05 Veterinary sciences,All,All undergraduate,Full-time,All,Male,2019/20,1295
05 Veterinary sciences,All,All undergraduate,Full-time,All,Other,2019/20,5
05 Veterinary sciences,All,All undergraduate,Full-time,All,Total,2019/20,8135
05 Veterinary sciences,All,All undergraduate,Part-time,All,Female,2019/20,140
05 Veterinary sciences,All,All undergraduate,Part-time,All,Male,2019/20,15
05 Veterinary sciences,All,All undergraduate,Part-time,All,Other,2019/20,0
05 Veterinary sciences,All,All undergraduate,Part-time,All,Total,2019/20,155
05 Veterinary sciences,All,All undergraduate,All,England,Female,2019/20,5305
05 Veterinary sciences,All,All undergraduate,All,England,Male,2019/20,1060
05 Veterinary sciences,All,All undergraduate,All,England,Other,2019/20,5
05 Veterinary sciences,All,All undergraduate,All,England,Total,2019/20,6375
05 Veterinary sciences,All,All undergraduate,Full-time,England,Female,2019/20,5220
05 Veterinary sciences,All,All undergraduate,Full-time,England,Male,2019/20,1050
05 Veterinary sciences,All,All undergraduate,Full-time,England,Other,2019/20,5
05 Veterinary sciences,All,All undergraduate,Full-time,England,Total,2019/20,6275
05 Veterinary sciences,All,All undergraduate,Part-time,England,Female,2019/20,85
05 Veterinary sciences,All,All undergraduate,Part-time,England,Male,2019/20,10
05 Veterinary sciences,All,All undergraduate,Part-time,England,Other,2019/20,0
05 Veterinary sciences,All,All undergraduate,Part-time,England,Total,2019/20,100
05 Veterinary sciences,All,All undergraduate,All,Scotland,Female,2019/20,1535
05 Veterinary sciences,All,All undergraduate,All,Scotland,Male,2019/20,235
05 Veterinary sciences,All,All undergraduate,All,Scotland,Other,2019/20,0
05 Veterinary sciences,All,All undergraduate,All,Scotland,Total,2019/20,1770
05 Veterinary sciences,All,All undergraduate,Full-time,Scotland,Female,2019/20,1480
05 Veterinary sciences,All,All undergraduate,Full-time,Scotland,Male,2019/20,235
05 Veterinary sciences,All,All undergraduate,Full-time,Scotland,Other,2019/20,0
05 Veterinary sciences,All,All undergraduate,Full-time,Scotland,Total,2019/20,1715
05 Veterinary sciences,All,All undergraduate,Part-time,Scotland,Female,2019/20,50
05 Veterinary sciences,All,All undergraduate,Part-time,Scotland,Male,2019/20,0
05 Veterinary sciences,All,All undergraduate,Part-time,Scotland,Other,2019/20,0
05 Veterinary sciences,All,All undergraduate,Part-time,Scotland,Total,2019/20,55
05 Veterinary sciences,All,All undergraduate,All,Wales,Female,2019/20,135
05 Veterinary sciences,All,All undergraduate,All,Wales,Male,2019/20,10
05 Veterinary sciences,All,All undergraduate,All,Wales,Other,2019/20,0
05 Veterinary sciences,All,All undergraduate,All,Wales,Total,2019/20,145
05 Veterinary sciences,All,All undergraduate,Full-time,Wales,Female,2019/20,135
05 Veterinary sciences,All,All undergraduate,Full-time,Wales,Male,2019/20,10
05 Veterinary sciences,All,All undergraduate,Full-time,Wales,Other,2019/20,0
05 Veterinary sciences,All,All undergraduate,Full-time,Wales,Total,2019/20,145
05 Veterinary sciences,All,All undergraduate,Part-time,Wales,Female,2019/20,0
05 Veterinary sciences,All,All undergraduate,Part-time,Wales,Male,2019/20,0
05 Veterinary sciences,All,All undergraduate,Part-time,Wales,Other,2019/20,0
05 Veterinary sciences,All,All undergraduate,Part-time,Wales,Total,2019/20,0
05 Veterinary sciences,First year,All undergraduate,All,All,Female,2019/20,1835
05 Veterinary sciences,First year,All undergraduate,All,All,Male,2019/20,310
05 Veterinary sciences,First year,All undergraduate,All,All,Other,2019/20,0
05 Veterinary sciences,First year,All undergraduate,All,All,Total,2019/20,2145
05 Veterinary sciences,First year,All undergraduate,Full-time,All,Female,2019/20,1795
05 Veterinary sciences,First year,All undergraduate,Full-time,All,Male,2019/20,310
05 Veterinary sciences,First year,All undergraduate,Full-time,All,Other,2019/20,0
05 Veterinary sciences,First year,All undergraduate,Full-time,All,Total,2019/20,2105
05 Veterinary sciences,First year,All undergraduate,Part-time,All,Female,2019/20,40
05 Veterinary sciences,First year,All undergraduate,Part-time,All,Male,2019/20,0
05 Veterinary sciences,First year,All undergraduate,Part-time,All,Other,2019/20,0
05 Veterinary sciences,First year,All undergraduate,Part-time,All,Total,2019/20,40
05 Veterinary sciences,First year,All undergraduate,All,England,Female,2019/20,1415
05 Veterinary sciences,First year,All undergraduate,All,England,Male,2019/20,260
05 Veterinary sciences,First year,All undergraduate,All,England,Other,2019/20,0
05 Veterinary sciences,First year,All undergraduate,All,England,Total,2019/20,1675
05 Veterinary sciences,First year,All undergraduate,Full-time,England,Female,2019/20,1395
05 Veterinary sciences,First year,All undergraduate,Full-time,England,Male,2019/20,260
05 Veterinary sciences,First year,All undergraduate,Full-time,England,Other,2019/20,0
05 Veterinary sciences,First year,All undergraduate,Full-time,England,Total,2019/20,1655
05 Veterinary sciences,First year,All undergraduate,Part-time,England,Female,2019/20,15
05 Veterinary sciences,First year,All undergraduate,Part-time,England,Male,2019/20,0
05 Veterinary sciences,First year,All undergraduate,Part-time,England,Other,2019/20,0
05 Veterinary sciences,First year,All undergraduate,Part-time,England,Total,2019/20,20
05 Veterinary sciences,First year,All undergraduate,All,Scotland,Female,2019/20,390
05 Veterinary sciences,First year,All undergraduate,All,Scotland,Male,2019/20,50
05 Veterinary sciences,First year,All undergraduate,All,Scotland,Other,2019/20,0
05 Veterinary sciences,First year,All undergraduate,All,Scotland,Total,2019/20,440
05 Veterinary sciences,First year,All undergraduate,Full-time,Scotland,Female,2019/20,370
05 Veterinary sciences,First year,All undergraduate,Full-time,Scotland,Male,2019/20,50
05 Veterinary sciences,First year,All undergraduate,Full-time,Scotland,Other,2019/20,0
05 Veterinary sciences,First year,All undergraduate,Full-time,Scotland,Total,2019/20,415
05 Veterinary sciences,First year,All undergraduate,Part-time,Scotland,Female,2019/20,20
05 Veterinary sciences,First year,All undergraduate,Part-time,Scotland,Male,2019/20,0
05 Veterinary sciences,First year,All undergraduate,Part-time,Scotland,Other,2019/20,0
05 Veterinary sciences,First year,All undergraduate,Part-time,Scotland,Total,2019/20,20
05 Veterinary sciences,First year,All undergraduate,All,Wales,Female,2019/20,30
05 Veterinary sciences,First year,All undergraduate,All,Wales,Male,2019/20,5
05 Veterinary sciences,First year,All undergraduate,All,Wales,Other,2019/20,0
05 Veterinary sciences,First year,All undergraduate,All,Wales,Total,2019/20,35
05 Veterinary sciences,First year,All undergraduate,Full-time,Wales,Female,2019/20,30
05 Veterinary sciences,First year,All undergraduate,Full-time,Wales,Male,2019/20,5
05 Veterinary sciences,First year,All undergraduate,Full-time,Wales,Other,2019/20,0
05 Veterinary sciences,First year,All undergraduate,Full-time,Wales,Total,2019/20,35
05 Veterinary sciences,Other years,All undergraduate,All,All,Female,2019/20,5140
05 Veterinary sciences,Other years,All undergraduate,All,All,Male,2019/20,1000
05 Veterinary sciences,Other years,All undergraduate,All,All,Other,2019/20,5
05 Veterinary sciences,Other years,All undergraduate,All,All,Total,2019/20,6140
05 Veterinary sciences,Other years,All undergraduate,Full-time,All,Female,2019/20,5040
05 Veterinary sciences,Other years,All undergraduate,Full-time,All,Male,2019/20,985
05 Veterinary sciences,Other years,All undergraduate,Full-time,All,Other,2019/20,5
05 Veterinary sciences,Other years,All undergraduate,Full-time,All,Total,2019/20,6030
05 Veterinary sciences,Other years,All undergraduate,Part-time,All,Female,2019/20,100
05 Veterinary sciences,Other years,All undergraduate,Part-time,All,Male,2019/20,10
05 Veterinary sciences,Other years,All undergraduate,Part-time,All,Other,2019/20,0
05 Veterinary sciences,Other years,All undergraduate,Part-time,All,Total,2019/20,115
05 Veterinary sciences,Other years,All undergraduate,All,England,Female,2019/20,3895
05 Veterinary sciences,Other years,All undergraduate,All,England,Male,2019/20,805
05 Veterinary sciences,Other years,All undergraduate,All,England,Other,2019/20,5
05 Veterinary sciences,Other years,All undergraduate,All,England,Total,2019/20,4700
05 Veterinary sciences,Other years,All undergraduate,Full-time,England,Female,2019/20,3825
05 Veterinary sciences,Other years,All undergraduate,Full-time,England,Male,2019/20,795
05 Veterinary sciences,Other years,All undergraduate,Full-time,England,Other,2019/20,5
05 Veterinary sciences,Other years,All undergraduate,Full-time,England,Total,2019/20,4620
05 Veterinary sciences,Other years,All undergraduate,Part-time,England,Female,2019/20,70
05 Veterinary sciences,Other years,All undergraduate,Part-time,England,Male,2019/20,10
05 Veterinary sciences,Other years,All undergraduate,Part-time,England,Other,2019/20,0
05 Veterinary sciences,Other years,All undergraduate,Part-time,England,Total,2019/20,80
05 Veterinary sciences,Other years,All undergraduate,All,Scotland,Female,2019/20,1145
05 Veterinary sciences,Other years,All undergraduate,All,Scotland,Male,2019/20,190
05 Veterinary sciences,Other years,All undergraduate,All,Scotland,Other,2019/20,0
05 Veterinary sciences,Other years,All undergraduate,All,Scotland,Total,2019/20,1330
05 Veterinary sciences,Other years,All undergraduate,Full-time,Scotland,Female,2019/20,1110
05 Veterinary sciences,Other years,All undergraduate,Full-time,Scotland,Male,2019/20,185
05 Veterinary sciences,Other years,All undergraduate,Full-time,Scotland,Other,2019/20,0
05 Veterinary sciences,Other years,All undergraduate,Full-time,Scotland,Total,2019/20,1300
05 Veterinary sciences,Other years,All undergraduate,Part-time,Scotland,Female,2019/20,30
05 Veterinary sciences,Other years,All undergraduate,Part-time,Scotland,Male,2019/20,0
05 Veterinary sciences,Other years,All undergraduate,Part-time,Scotland,Other,2019/20,0
05 Veterinary sciences,Other years,All undergraduate,Part-time,Scotland,Total,2019/20,35
05 Veterinary sciences,Other years,All undergraduate,All,Wales,Female,2019/20,105
